article:ID;author:string[];author-aux:string;author-orcid:string[];booktitle:string;cdate:date;cdrom:string;cite:string[];cite-label:string[];crossref:string;editor:string[];editor-orcid:string[];ee:string[];ee-type:string[];i:string[];journal:string;key:string;mdate:date;month:string;note:string[];note-label:string;note-type:string[];number:string;pages:string;publisher:string;publnr:string;publtype:string;stream:string;sub:string[];sup:string[];title:string;title-bibtex:string;tt:string[];url:string[];volume:string;year:int
7998448;David Scribner|Jock Grynovicki|Kola Ogunlana|Sharad Sharma;;0000-0001-7528-4616;;;;;;;;;https://doi.org/10.1007/s10796-017-9791-x;;;Inf. Syst. Frontiers;journals/isf/SharmaOSG18;2020-09-05;;;;;4;741-757;;;;;;;Modeling human behavior during emergency evacuation using intelligent agents: A multi-agent simulation approach.;;;db/journals/isf/isf20.html#SharmaOSG18;20;2018.0
7998449;Hasan Pirkul|Rakesh Gupta|Samit Soni;;;;;;;;;;;https://doi.org/10.1023/A:1010058513558;;;Inf. Syst. Frontiers;journals/isf/SoniGP99;2020-03-13;;;;;3;303-315;;;;;;;Survivable Network Design: The State of the Art.;;;db/journals/isf/isf1.html#SoniGP99;1;1999.0
7998450;Andrew Urbaczewski|Kellie B. Keeling|Young-Jin Lee;;0000-0002-6481-544X|0000-0002-6609-9002;;;;;;;;;https://doi.org/10.1007/s10796-017-9778-7;;;Inf. Syst. Frontiers;journals/isf/LeeKU19;2020-10-26;;;;;4;829-844;;;;;;;The Economic Value of Online User Reviews with Ad Spending on Movie Box-Office Sales.;;;db/journals/isf/isf21.html#LeeKU19;21;2019.0
7998451;Amjad Umar;;;;;;;;;;;https://doi.org/10.1007/s10796-005-2768-1;;;Inf. Syst. Frontiers;journals/isf/Umar05;2020-03-13;;;;;3;217-256;;;;;;;IT Infrastructure to Enable Next Generation Enterprises.;;;db/journals/isf/isf7.html#Umar05;7;2005.0
7998452;Arndt Wünscher|Sebastian Büsch|Volker Nissen;;0000-0002-3947-9114;;;;;;;;;https://doi.org/10.1007/s10796-016-9680-8;;;Inf. Syst. Frontiers;journals/isf/BuschNW17;2020-03-13;;;;;5;1085-1099;;;;;;;Automatic classification of data-warehouse-data for information lifecycle management using machine learning techniques.;;;db/journals/isf/isf19.html#BuschNW17;19;2017.0
7998453;Mohamed Abdel-Basset|Rehab Mohamed|Victor Chang 0001;;0000-0002-8012-5852;;;;;;;;;https://doi.org/10.1007/s10796-024-10472-3;;;Inf. Syst. Frontiers;journals/isf/AbdelBassetMC25;2025-05-31;April;;;;2;791-821;;;;streams/journals/isf;;;A Multi-Criteria Decision-Making Framework to Evaluate the Impact of Industry 5.0 Technologies: Case Study, Lessons Learned, Challenges and Future Directions.;;;db/journals/isf/isf27.html#AbdelBassetMC25;27;2025.0
7998454;David W. McDonald|Mark S. Ackerman;;;;;;;;;;;https://doi.org/10.1023/A:1026572712714;;;Inf. Syst. Frontiers;journals/isf/AckermanM00;2020-03-13;;;;;3;333-347;;;;;;;Collaborative Support for Informal Information in Collective Memory Systems.;;;db/journals/isf/isf2.html#AckermanM00;2;2000.0
7998455;Aleksandra do Socorro da Silva|Carlos Renato Lisboa Francês|Cláudio Alex Jorge da Rocha|Eulália Carvalho da Mata|João Crisóstomo Weyl Albuquerque Costa|Maurílio de Abreu Monteiro|Nandamudi Lankalapalli Vijaykumar|Silvana Rossy de Brito;;0000-0002-5095-9629|0000-0003-0305-7662;;;;;;;;;https://doi.org/10.1007/s10796-016-9705-3;;;Inf. Syst. Frontiers;journals/isf/BritoSMVRMCF18;2023-09-30;;;;;4;883-899;;;;;;;An approach to evaluate large-scale ICT training interventions.;;;db/journals/isf/isf20.html#BritoSMVRMCF18;20;2018.0
7998456;Anastasiou Kartas|Sigi Goode;;0000-0001-5260-746X;;;;;;;;;https://doi.org/10.1007/s10796-010-9236-2;;;Inf. Syst. Frontiers;journals/isf/KartasG12;2024-10-06;;;;;2;261-277;;;;;;;Use, perceived deterrence and the role of software piracy in video game console adoption.;;;db/journals/isf/isf14.html#KartasG12;14;2012.0
7998457;Carlo Sartiani|Dario Colazzo|Nicole Bidoit|Noor Malla;;;;;;;;;;;https://doi.org/10.1007/s10796-017-9744-4;;;Inf. Syst. Frontiers;journals/isf/BidoitCMS18;2020-03-13;;;;;1;63-90;;;;;;;Evaluating Queries and Updates on Big XML Documents.;;;db/journals/isf/isf20.html#BidoitCMS18;20;2018.0
7998458;Gaurav Dhiman 0001|Kiran Deep Singh|Prabhdeep Singh|Rajbir Kaur;;0000-0002-6343-5197|0000-0002-7632-2271|0000-0002-8154-0986;;;;;;;;;https://doi.org/10.1007/s10796-021-10132-w;;;Inf. Syst. Frontiers;journals/isf/SinghKSD21;2025-10-17;;;;;6;1385-1401;;;;;;;A Novel Ensemble-based Classifier for Detecting the COVID-19 Disease for Infected Patients.;;;db/journals/isf/isf23.html#SinghKSD21;23;2021.0
7998459;Rohit Valecha;;;;;;;;;;;https://doi.org/10.1007/s10796-019-09896-z|https://www.wikidata.org/entity/Q128472999;;;Inf. Syst. Frontiers;journals/isf/Valecha20;2025-01-19;;;;;4;897-909;;;;;;;An Investigation of Interaction Patterns in Emergency Management: A Case Study of The Crash of Continental Flight 3407.;;;db/journals/isf/isf22.html#Valecha20;22;2020.0
7998460;Archana Shrivastava|Geetika Jain|Justin Paul|Ronak Batra;;0000-0001-5062-8371|0000-0002-2733-3767;;;;;;;;;https://doi.org/10.1007/s10796-022-10288-z;oa;;Inf. Syst. Frontiers;journals/isf/JainSPB22;2023-09-30;;;;;4;1125-1143;;;;;;;Blockchain for SME Clusters: An Ideation using the Framework of Ostrom Commons Governance.;;;db/journals/isf/isf24.html#JainSPB22;24;2022.0
7998461;Anantaram Balakrishnan|Shankar Sundaresan|Soundar R. T. Kumara;;;;;;;;;;;https://doi.org/10.1023/A:1010012712144;;;Inf. Syst. Frontiers;journals/isf/BalakrishnanKS99;2020-03-13;;;;;1;25-50;;;;;;;Manufacturing in the Digital Age: Exploiting Information Technologies for Product Realization.;;;db/journals/isf/isf1.html#BalakrishnanKS99;1;1999.0
7998462;Anil Kumar 0008|Manu Sharma|Sudhanshu Joshi|Sunil Luthra;;0000-0001-7571-1331|0000-0002-1691-0098|0000-0003-4748-5001;;;;;;;;;https://doi.org/10.1007/s10796-022-10339-5;;;Inf. Syst. Frontiers;journals/isf/SharmaJLK24;2025-03-03;June;;;;3;943-966;;;;;;;Impact of Digital Assistant Attributes on Millennials' Purchasing Intentions: A Multi-Group Analysis using PLS-SEM, Artificial Neural Network and fsQCA.;;;db/journals/isf/isf26.html#SharmaJLK24;26;2024.0
7998463;Ronald H. Ballou;;;;;;;;;;;https://doi.org/10.1023/A:1012872704057;;;Inf. Syst. Frontiers;journals/isf/Ballou01;2020-03-13;;;;;4;417-426;;;;;;;Unresolved Issues in Supply Chain Network Design.;;;db/journals/isf/isf3.html#Ballou01;3;2001.0
7998464;Irina Wedel|Michael Palk|Stefan Voß 0001;;0000-0001-7463-6827|0000-0003-1296-4221;;;;;;;;;https://doi.org/10.1007/s10796-021-10169-x;oa;;Inf. Syst. Frontiers;journals/isf/WedelPV22;2024-02-14;;;;;5;1635-1646;;;;;;;A Bilingual Comparison of Sentiment and Topics for a Product Event on Twitter.;;;db/journals/isf/isf24.html#WedelPV22;24;2022.0
7998465;Stuart H. Rubin|Thouraya Bouabana-Tebibel;;;;;;;;;;;https://doi.org/10.1007/s10796-016-9695-1;oa;;Inf. Syst. Frontiers;journals/isf/Bouabana-Tebibel16;2020-03-13;;;;;5;819-823;;;;;;;Towards common reusable semantics.;;;db/journals/isf/isf18.html#Bouabana-Tebibel16;18;2016.0
7998466;Chittaranjan Hota|Rajesh Kumar Shrivastava;;0000-0002-5656-9111|0000-0002-6031-6408;;;;;;;;;https://doi.org/10.1007/s10796-020-10095-4;;;Inf. Syst. Frontiers;journals/isf/ShrivastavaH21;2021-10-14;;;;;4;915-930;;;;;;;UnderTracker: Generating Robust Binaries Using Execution Flow Traces.;;;db/journals/isf/isf23.html#ShrivastavaH21;23;2021.0
7998467;Herbjørn Nysveen|Per E. Pedersen;;;;;;;;;;;https://doi.org/10.1007/s10796-014-9531-4;;;Inf. Syst. Frontiers;journals/isf/NysveenP16;2020-03-13;;;;;2;293-314;;;;;;;Consumer adoption of RFID-enabled services. Applying an extended UTAUT model.;;;db/journals/isf/isf18.html#NysveenP16;18;2016.0
7998468;Joyce E. Berg|Michael Cipriano|Thomas S. Gruca;;0000-0001-5699-2350|0000-0001-7947-5073;;;;;;;;;https://doi.org/10.1023/A:1022054108164;;;Inf. Syst. Frontiers;journals/isf/GrucaBC03;2020-03-13;;;;;1;95-105;;;;;;;The Effect of Electronic Markets on Forecasts of New Product Success.;;;db/journals/isf/isf5.html#GrucaBC03;5;2003.0
7998469;Abdul Babar|Babak Abedin;;0000-0002-3426-443X|0009-0005-5437-7844;;;;;;;;;https://doi.org/10.1007/s10796-017-9789-4|https://www.wikidata.org/entity/Q124879628;;;Inf. Syst. Frontiers;journals/isf/AbedinB18;2025-01-19;;;;;4;729-740;;;;;;;Institutional vs. Non-institutional use of Social Media during Emergency Response: A Case of Twitter in 2014 Australian Bush Fire.;;;db/journals/isf/isf20.html#AbedinB18;20;2018.0
7998470;Prasanta K. Jana|Sanjaya K. Panda;;0000-0003-3242-525X;;;;;;;;;https://doi.org/10.1007/s10796-016-9683-5;;;Inf. Syst. Frontiers;journals/isf/PandaJ18;2020-03-13;;;;;2;373-399;;;;;;;Normalization-Based Task Scheduling Algorithms for Heterogeneous Multi-Cloud Environment.;;;db/journals/isf/isf20.html#PandaJ18;20;2018.0
7998471;David Wright|Durand Crosby|Dursun Delen|Hamed Majidi Zolbanin;;;;;;;;;;;https://doi.org/10.1007/s10796-019-09934-w;;;Inf. Syst. Frontiers;journals/isf/ZolbaninDCW20;2020-11-16;;;;;6;1323-1342;;;;;;;A Predictive Analytics-Based Decision Support System for Drug Courts.;;;db/journals/isf/isf22.html#ZolbaninDCW20;22;2020.0
7998472;Benedikt Martens|Frank Teuteberg;;0000-0003-3870-6642;;;;;;;;;https://doi.org/10.1007/s10796-011-9317-x;;;Inf. Syst. Frontiers;journals/isf/MartensT12;2023-03-21;;;;;4;871-893;;;;;;;Decision-making in cloud computing environments: A cost and risk based approach.;;;db/journals/isf/isf14.html#MartensT12;14;2012.0
7998473;Aishwarya N. Reganti|Amitava Das 0001|Björn Gambäck|Tanmoy Chakraborty 0002|Tushar Maheshwari|Upendra Kumar;;0000-0002-5252-707X;;;;;;;;;https://doi.org/10.1007/s10796-017-9793-8;;;Inf. Syst. Frontiers;journals/isf/KumarRMCGD18;2025-07-21;;;;;6;1219-1240;;;;;;;Inducing Personalities and Values from Language Use in Social Network Communities.;;;db/journals/isf/isf20.html#KumarRMCGD18;20;2018.0
7998474;C. West Churchman|G. Lawrence Sanders|James F. Courtney;;;;;;;;;;;https://doi.org/10.1023/A:1011447204659;;;Inf. Syst. Frontiers;journals/isf/ChurchmanCS01;2020-03-13;;;;;2;139-141;;;;;;;Introduction.;;;db/journals/isf/isf3.html#ChurchmanCS01;3;2001.0
7998475;Eric Golinko|Xingquan Zhu 0001;;0000-0002-1783-7822|0000-0003-4129-9611;;;;;;;;;https://doi.org/10.1007/s10796-018-9850-y;;;Inf. Syst. Frontiers;journals/isf/GolinkoZ19;2021-05-18;;;;;1;125-142;;;;;;;Generalized Feature Embedding for Supervised, Unsupervised, and Online Learning Tasks.;;;db/journals/isf/isf21.html#GolinkoZ19;21;2019.0
7998476;Irfan Awan|Muhammad Younas 0001;;;;;;;;;;;https://doi.org/10.1007/s10796-024-10521-x;;;Inf. Syst. Frontiers;journals/isf/YounasA24;2024-09-10;August;;;;4;1219-1222;;;;streams/journals/isf;;;Cloud, IoT and Data Science.;;;db/journals/isf/isf26.html#YounasA24;26;2024.0
7998477;Gengzhong Feng|Giri Kumar Tayi|Nengmin Wang|Qi Liu 0047;;0000-0001-5505-0986;;;;;;;;;https://doi.org/10.1007/s10796-016-9690-6;;;Inf. Syst. Frontiers;journals/isf/LiuFWT18;2022-05-24;;;;;2;401-416;;;;;;;A multi-objective model for discovering high-quality knowledge based on data quality and prior knowledge.;;;db/journals/isf/isf20.html#LiuFWT18;20;2018.0
7998478;Adrija Majumdar|Manisha Rathi|Sawan Rathi;;;;;;;;;;;https://doi.org/10.1007/s10796-024-10557-z;;;Inf. Syst. Frontiers;journals/isf/RathiMR25;2026-01-21;October;;;;5;1829-1849;;;;streams/journals/isf;;;Unraveling Prosumption Behavior for Online Reviews during Environmental Uncertainty: A Stimulus-Response Perspective.;;;db/journals/isf/isf27.html#RathiMR25;27;2025.0
7998479;Chia-Hui Wang|Jan-Ming Ho|Jen-Chang Liu|Ray-I Chang|Te-Chih Wang;;0000-0002-3125-8632|0000-0002-8737-7227;;;;;;;;;https://doi.org/10.1007/s10796-010-9255-z;;;Inf. Syst. Frontiers;journals/isf/ChangWWLH12;2023-09-30;;;;;3;499-515;;;;;;;Effective distributed service architecture for ubiquitous video surveillance.;;;db/journals/isf/isf14.html#ChangWWLH12;14;2012.0
7998480;Babu M. Mehtre|Hiran V. Nath;;0000-0001-7881-4694;;;;;;;;;https://doi.org/10.1007/s10796-015-9570-5;;;Inf. Syst. Frontiers;journals/isf/NathM15;2020-03-13;;;;;5;1029-1037;;;;;;;Analysis of a multistage attack embedded in a video file.;;;db/journals/isf/isf17.html#NathM15;17;2015.0
7998481;Fatuma Namisango|Ghassan Beydoun|Kyeong Kang;;0000-0001-8087-5445|0000-0003-2959-6488;;;;;;;;;https://doi.org/10.1007/s10796-020-10090-9;;;Inf. Syst. Frontiers;journals/isf/NamisangoKB22;2022-10-02;;;;;2;517-535;;;;;;;How the Structures Provided by Social Media Enable Collaborative Outcomes: A Study of Service Co-creation in Nonprofits.;;;db/journals/isf/isf24.html#NamisangoKB22;24;2022.0
7998482;Aldo de Moor;;;;;;;;;;;https://doi.org/10.1023/A:1019946318686;;;Inf. Syst. Frontiers;journals/isf/Moor02;2020-03-13;;;;;3;257-272;;;;;;;Language/Action Meets Organisational Semiotics: Situating Conversations with Norms.;;;db/journals/isf/isf4.html#Moor02;4;2002.0
7998483;Carlos Tam|Diogo Santos|Tiago Oliveira 0001;;0000-0001-6523-0809|0000-0002-4930-9979;;;;;;;;;https://doi.org/10.1007/s10796-018-9864-5;;;Inf. Syst. Frontiers;journals/isf/TamSO20;2020-03-27;;;;;1;243-257;;;;;;;Exploring the influential factors of continuance intention to use mobile Apps: Extending the expectation confirmation model.;;;db/journals/isf/isf22.html#TamSO20;22;2020.0
7998484;Helmut Krcmar|Jörg Weking|Martin Engert|Michael Weber 0014|Norman Schaffer;;0000-0003-1528-1856;;;;;;;;;https://doi.org/10.1007/s10796-022-10297-y|https://www.wikidata.org/entity/Q114226170;oa;;Inf. Syst. Frontiers;journals/isf/0014ESWK23;2023-09-12;;;;;4;1549-1569;;;;;;;Organizational Capabilities for AI Implementation - Coping with Inscrutability and Data Dependency in AI.;;;db/journals/isf/isf25.html#0014ESWK23;25;2023.0
7998485;Charles A. Wood|Gove N. Allen|Salvatore T. March;;;;;;;;;;;https://doi.org/10.1023/A:1010016913052;;;Inf. Syst. Frontiers;journals/isf/MarchWA99;2020-03-13;;;;;1;51-74;;;;;;;Research Frontiers in Object Technology.;;;db/journals/isf/isf1.html#MarchWA99;1;1999.0
7998486;Amer Aljarallah|Rawan Babalghaith;;0000-0002-6518-2840|0009-0001-3003-8574;;;;;;;;;https://doi.org/10.1007/s10796-024-10538-2;;;Inf. Syst. Frontiers;journals/isf/BabalghaithA24;2025-04-08;December;;;;6;2165-2187;;;;streams/journals/isf;;;Factors Affecting Big Data Analytics Adoption in Small and Medium Enterprises.;;;db/journals/isf/isf26.html#BabalghaithA24;26;2024.0
7998487;Jun Zhang 0080|Shuyang Li|Yichuan Wang 0001;;0000-0002-0147-8888|0000-0003-0184-8719|0000-0003-1575-0245;;;;;;;;;https://doi.org/10.1007/s10796-021-10139-3;oa;;Inf. Syst. Frontiers;journals/isf/ZhangLW23;2025-08-21;February;;;;1;365-380;;;;;;;Shaping a Smart Transportation System for Sustainable Value Co-Creation.;;;db/journals/isf/isf25.html#ZhangLW23;25;2023.0
7998488;Gengzhong Feng|Jian Li|Xi Zhao|Xin (Robert) Luo|Yanxin Wang;;0000-0003-0122-7293;;;;;;;;;https://doi.org/10.1007/s10796-020-10057-w|https://www.wikidata.org/entity/Q99578756;;;Inf. Syst. Frontiers;journals/isf/WangLZFL20;2020-12-29;;;;;6;1539-1559;;;;;;;Using Mobile Phone Data for Emergency Management: a Systematic Literature Review.;;;db/journals/isf/isf22.html#WangLZFL20;22;2020.0
7998489;James N. Morgan|Yan Dang 0001|Yulei Zhang 0001;;;;;;;;;;;https://doi.org/10.1007/s10796-015-9618-6;;;Inf. Syst. Frontiers;journals/isf/DangZM17;2020-03-13;;;;;3;625-644;;;;;;;Integrating switching costs to information systems adoption: An empirical study on learning management systems.;;;db/journals/isf/isf19.html#DangZM17;19;2017.0
7998490;Guido Governatori|Moe Thandar Wynn|Mustafa Hashmi;;0000-0002-7205-8821|0000-0002-9878-2762;;;;;;;;;https://doi.org/10.1007/s10796-015-9558-1|https://www.wikidata.org/entity/Q58176676;;;Inf. Syst. Frontiers;journals/isf/HashmiGW16;2020-03-13;;;;;3;429-455;;;;;;;Normative requirements for regulatory compliance: An abstract formal framework.;;;db/journals/isf/isf18.html#HashmiGW16;18;2016.0
7998491;Gerardo I. Simari|José Paredes|Marcelo A. Falappa|Maria Vanina Martinez;;0000-0002-3863-2893;;;;;;;;;https://doi.org/10.1007/s10796-020-10003-w;;;Inf. Syst. Frontiers;journals/isf/ParedesSMF21;2023-09-30;;;;;1;185-201;;;;;;;NetDER: An Architecture for Reasoning About Malicious Behavior.;;;db/journals/isf/isf23.html#ParedesSMF21;23;2021.0
7998492;Charles Zhechao Liu|Christie Pei-Yee Chin|Kim-Kwang Raymond Choo|Nina Evans;;0000-0001-9009-2049|0000-0001-9208-5336|0000-0002-6028-0142;;;;;;;;;https://doi.org/10.1007/s10796-019-09939-5|https://www.wikidata.org/entity/Q127675087;;;Inf. Syst. Frontiers;journals/isf/ChinELC20;2025-09-06;;;;;6;1357-1376;;;;;;;Understanding Factors Influencing Employees' Consumptive and Contributive Use of Enterprise Social Networks.;;;db/journals/isf/isf22.html#ChinELC20;22;2020.0
7998493;Byungduk Jeong|Hajo A. Reijers|Minseok Song 0001;;0000-0002-6813-8853;;;;;;;;;https://doi.org/10.1007/s10796-008-9092-5;;;Inf. Syst. Frontiers;journals/isf/ReijersSJ09;2020-03-13;;;;;3;307-322;;;;;;;Analysis of a collaborative workflow process with distributed actors.;;;db/journals/isf/isf11.html#ReijersSJ09;11;2009.0
7998494;Filipe Gama|Henry Korkeila|Juan Chen|Juho Hamari|Nannan Xi;;0000-0001-6370-9752|0000-0002-0187-2690|0000-0002-9424-8116;;;;;;;;;https://doi.org/10.1007/s10796-024-10500-2;;;Inf. Syst. Frontiers;journals/isf/XiCGKH25;2025-08-05;June;;;;3;1183-1207;;;;streams/journals/isf;;;Virtual Experiences, Real Memories? A Study on Information Recall and Recognition in the Metaverse.;;;db/journals/isf/isf27.html#XiCGKH25;27;2025.0
7998495;Eugene H. Spafford|Fariborz Farahmand;;0000-0002-5555-8330;;;;;;;;;https://doi.org/10.1007/s10796-010-9265-x;;;Inf. Syst. Frontiers;journals/isf/FarahmandS13;2020-03-13;;;;;1;5-15;;;;;;;Understanding insiders: An analysis of risk-taking behavior.;;;db/journals/isf/isf15.html#FarahmandS13;15;2013.0
7998496;Tridib Bandyopadhyay|Vijay S. Mookerjee;;;;;;;;;;;https://doi.org/10.1007/s10796-017-9737-3;;;Inf. Syst. Frontiers;journals/isf/BandyopadhyayM19;2020-03-13;;;;;2;301-325;;;;;;;A model to analyze the challenge of using cyber insurance.;;;db/journals/isf/isf21.html#BandyopadhyayM19;21;2019.0
7998497;Carlos Tam|Frank Bivar Franque|Tiago Oliveira 0001;;0000-0001-6523-0809|0000-0002-4930-9979;;;;;;;;;https://doi.org/10.1007/s10796-022-10263-8;;;Inf. Syst. Frontiers;journals/isf/FranqueOT23;2023-05-01;April;;;;2;775-793;;;;;;;Continuance Intention of Mobile Payment: TTF Model with Trust in an African Context.;;;db/journals/isf/isf25.html#FranqueOT23;25;2023.0
7998498;Behrooz Davazdahemami|Dursun Delen|Elham Rasouli Dezfouli;;0000-0001-8857-5148;;;;;;;;;https://doi.org/10.1007/s10796-023-10397-3;;;Inf. Syst. Frontiers;journals/isf/DelenDD24;2024-04-27;April;;;;2;641-662;;;;;;;Predicting and Mitigating Freshmen Student Attrition: A Local-Explainable Machine Learning Framework.;;;db/journals/isf/isf26.html#DelenDD24;26;2024.0
7998499;Iñigo Goiri|Jordi Guitart|Jordi Torres;;0000-0003-0751-3100|0000-0003-1963-7418;;;;;;;;;https://doi.org/10.1007/s10796-011-9325-x|https://www.wikidata.org/entity/Q61732520;;;Inf. Syst. Frontiers;journals/isf/GoiriGT12;2020-03-13;;;;;4;827-843;;;;;;;Economic model of a Cloud provider operating in a federated Cloud.;;;db/journals/isf/isf14.html#GoiriGT12;14;2012.0
7998500;Amitabh Anand|Nisreen Ameen|Nnamdi O. Madichie;;0000-0001-6649-6422|0000-0002-1794-9103;;;;;;;;;https://doi.org/10.1007/s10796-021-10198-6;;;Inf. Syst. Frontiers;journals/isf/AmeenMA23;2023-02-25;February;;;;1;401-423;;;;;;;Between Handholding and Hand-held Devices: Marketing Through Smartphone Innovation and Women's Entrepreneurship in Post Conflict Economies in Times of Crisis.;;;db/journals/isf/isf25.html#AmeenMA23;25;2023.0
7998501;Deepak Lakshminarasimhan|Nong Ye|Toni Farley;;;;;;;;;;;https://doi.org/10.1007/s10796-006-8731-y;;;Inf. Syst. Frontiers;journals/isf/YeFL06;2020-03-13;;;;;3;163-177;;;;;;;An attack-norm separation approach for detecting cyber attacks.;;;db/journals/isf/isf8.html#YeFL06;8;2006.0
7998502;Adrija Majumdar|Indranil Bose|V. Athi Karthick;;0000-0002-7556-1844;;;;;;;;;https://doi.org/10.1007/s10796-024-10548-0;;;Inf. Syst. Frontiers;journals/isf/KarthickMB25;2026-02-01;August;;;;4;1693-1718;;;;streams/journals/isf;;;Problem of Plenty? Understanding the Impact of Choice and Information Overload on Airbnb Bookings.;;;db/journals/isf/isf27.html#KarthickMB25;27;2025.0
7998503;Jyn-Jie Hsu|Ruey-Kai Sheu|Shyan-Ming Yuan|Yue-Shan Chang;;0000-0002-3621-9528;;;;;;;;;https://doi.org/10.1007/s10796-011-9322-0;;;Inf. Syst. Frontiers;journals/isf/ChangSYH12;2020-03-13;;;;;4;909-924;;;;;;;Scaling database performance on GPUs.;;;db/journals/isf/isf14.html#ChangSYH12;14;2012.0
7998504;Baocun Chen|Da Teng|Jingsha He|Nafei Zhu|Siyu Wang;;0000-0002-8122-8052;;;;;;;;;https://doi.org/10.1007/s10796-021-10180-2;;;Inf. Syst. Frontiers;journals/isf/ZhuCWTH22;2026-02-01;;;;;5;1689-1707;;;;;;;Ontology-Based Approach for the Measurement of Privacy Disclosure.;;;db/journals/isf/isf24.html#ZhuCWTH22;24;2022.0
7998505;Michael D. Williams|Nripendra P. Rana|Yogesh Kumar Dwivedi;;0000-0002-3047-0332|0000-0002-5547-9990|0000-0003-1105-8729;;;;;;;;;https://doi.org/10.1007/s10796-013-9431-z|https://www.wikidata.org/entity/Q124792307;;;Inf. Syst. Frontiers;journals/isf/RanaDW15;2025-01-19;;;;;3;547-563;;;;;;;A meta-analysis of existing research on citizen adoption of e-government.;;;db/journals/isf/isf17.html#RanaDW15;17;2015.0
7998506;Arman Didandeh|Mohsen Afsharchi|Nima Mirbakhsh;;;;;;;;;;;https://doi.org/10.1007/s10796-012-9343-3;;;Inf. Syst. Frontiers;journals/isf/DidandehMA13;2020-03-13;;;;;4;653-676;;;;;;;Concept learning games - An ontological study in multi-agent systems.;;;db/journals/isf/isf15.html#DidandehMA13;15;2013.0
7998507;Anat Hovav;;;;;;;;;;;https://doi.org/10.1007/s10796-014-9501-x|https://www.wikidata.org/entity/Q126278636;oa;;Inf. Syst. Frontiers;journals/isf/Hovav14;2025-01-19;;;;;3;347-352;;;;;;;Using scenarios to understand the frontiers of IS: Fifteen years later (a postscript).;;;db/journals/isf/isf16.html#Hovav14;16;2014.0
7998508;Ashish Kumar Jha 0001|Indranil Bose;;0000-0002-5450-9983|0000-0002-5737-966X;;;;;;;;;https://doi.org/10.1007/s10796-020-10061-0;;;Inf. Syst. Frontiers;journals/isf/JhaB21;2024-10-01;;;;;6;1593-1607;;;;;;;Linking Drivers and Outcomes of Innovation in IT Firms: The Role of Partnerships.;;;db/journals/isf/isf23.html#JhaB21;23;2021.0
7998509;Henrique Lopes Cardoso|Maria Fasli|Ramón Hermoso;;0000-0002-1517-2820|0000-0003-1252-7515;;;;;;;;;https://doi.org/10.1007/s10796-014-9523-4;;;Inf. Syst. Frontiers;journals/isf/HermosoCF15;2021-10-14;;;;;4;763-778;;;;;;;From roles to standards: a dynamic maintenance approach using incentives.;;;db/journals/isf/isf17.html#HermosoCF15;17;2015.0
7998510;Kuan-Chou Lai|You-Fu Yu;;;;;;;;;;;https://doi.org/10.1007/s10796-011-9328-7;;;Inf. Syst. Frontiers;journals/isf/LaiY12;2020-03-13;;;;;4;895-908;;;;;;;A scalable multi-attribute hybrid overlay for range queries on the cloud.;;;db/journals/isf/isf14.html#LaiY12;14;2012.0
7998511;Ashutosh Singh|Neha Dubey|Nripendra P. Rana|Xuan Huang;;0000-0002-8628-4598|0000-0003-1105-8729|0000-0003-4865-0320;;;;;;;;;https://doi.org/10.1007/s10796-025-10638-7;;;Inf. Syst. Frontiers;journals/isf/SinghRHD25;2026-02-17;December;;;;6;2539-2554;;;;streams/journals/isf;;;The Influence of Data Breach Disclosures on R&D: Firm Strategies at Play.;;;db/journals/isf/isf27.html#SinghRHD25;27;2025.0
7998512;Hanns-Alexander Dietrich|Jörg Becker 0001|Mathias Eggert|Matthias Steinhorst|Patrick Delfmann;;0000-0001-5690-439X;;;;;;;;;https://doi.org/10.1007/s10796-014-9529-y|https://www.wikidata.org/entity/Q58479879;;;Inf. Syst. Frontiers;journals/isf/BeckerDDSE16;2020-03-13;;;;;2;359-405;;;;;;;Business process compliance checking - applying and evaluating a generic pattern matching approach for conceptual models in the financial sector.;;;db/journals/isf/isf18.html#BeckerDDSE16;18;2016.0
7998513;Brian Caimmi|Diego Gabriel Alonso|Luis Berdún|Marcelo Gabriel Armentano|Sebastián Vallejos|Álvaro Soria;;0000-0001-5375-4373;;;;;;;;;https://doi.org/10.1007/s10796-020-09994-3;;;Inf. Syst. Frontiers;journals/isf/VallejosACBAS21;2021-02-11;;;;;1;115-134;;;;;;;Mining Social Networks to Detect Traffic Incidents.;;;db/journals/isf/isf23.html#VallejosACBAS21;23;2021.0
7998514;Jeanne W. Ross|Michael Vitale;;;;;;;;;;;https://doi.org/10.1023/A:1026500224101;;;Inf. Syst. Frontiers;journals/isf/RossV00;2020-03-13;;;;;2;233-241;;;;;;;The ERP Revolution: Surviving vs. Thriving.;;;db/journals/isf/isf2.html#RossV00;2;2000.0
7998515;Dickson K. W. Chiu|Ho-fung Leung|Patrick C. K. Hung|Yves T. F. Yueh;;0000-0002-7926-9568|0000-0003-4914-2934;;;;;;;;;https://doi.org/10.1007/s10796-008-9087-2;;;Inf. Syst. Frontiers;journals/isf/ChiuYLH09;2023-06-26;;;;;3;241-256;;;;;;;Towards ubiquitous tourist service coordination and process integration: A collaborative travel agent system architecture with semantic web services.;;;db/journals/isf/isf11.html#ChiuYLH09;11;2009.0
